#group,false,false,true,true,false,true,true,false,false,false,false,false,false
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,double,double,double,long,double,double
#default,_result,,,,,,,,,,,,
,result,table,_start,_stop,_time,_measurement,asset_id,ambient_temperature_c,power_draw_kw,return_temperature_c,sequence,setpoint_c,supply_temperature_c
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:41:21.783Z,telemetry,boiler_01,12,5,53.89,120,65,63.89
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:41:51.783Z,telemetry,boiler_01,12,5,54.66,121,65,64.66
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:42:21.783Z,telemetry,boiler_01,12,5,54.9,122,65,64.9
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:42:51.783Z,telemetry,boiler_01,12,5,54.97,123,65,64.97
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:43:21.783Z,telemetry,boiler_01,12,5,54.99,124,65,64.99
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:43:51.783Z,telemetry,boiler_01,12,5,55,125,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:44:21.783Z,telemetry,boiler_01,12,5,55,126,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:44:51.783Z,telemetry,boiler_01,12,5,55,127,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:45:21.783Z,telemetry,boiler_01,12,5,55,128,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:45:51.783Z,telemetry,boiler_01,12,5,55,129,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:46:21.783Z,telemetry,boiler_01,12,5,55,130,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:46:51.783Z,telemetry,boiler_01,12,5,55,131,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:47:21.783Z,telemetry,boiler_01,12,5,55,132,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:47:51.783Z,telemetry,boiler_01,12,5,55,133,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:48:21.783Z,telemetry,boiler_01,12,5,55,134,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:48:51.783Z,telemetry,boiler_01,12,5,55,135,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:49:21.783Z,telemetry,boiler_01,12,5,55,136,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:49:51.783Z,telemetry,boiler_01,12,5,55,137,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:50:21.783Z,telemetry,boiler_01,12,0,53.45,138,65,63.45
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:50:51.783Z,telemetry,boiler_01,12,0,51.33,139,65,61.33
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:51:21.783Z,telemetry,boiler_01,12,0,49.32,140,65,59.32
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:51:51.783Z,telemetry,boiler_01,12,0,47.4,141,65,57.4
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:52:21.783Z,telemetry,boiler_01,12,0,45.58,142,65,55.58
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:52:51.783Z,telemetry,boiler_01,12,0,43.84,143,65,53.84
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:53:21.783Z,telemetry,boiler_01,12,0,42.19,144,65,52.19
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:53:51.783Z,telemetry,boiler_01,12,0,40.62,145,65,50.62
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:54:21.783Z,telemetry,boiler_01,12,0,39.13,146,65,49.13
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:54:51.783Z,telemetry,boiler_01,12,0,37.71,147,65,47.71
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:55:21.783Z,telemetry,boiler_01,12,0,36.36,148,65,46.36
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:55:51.783Z,telemetry,boiler_01,12,0,35.07,149,65,45.07
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:56:21.783Z,telemetry,boiler_01,12,0,33.85,150,65,43.85
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:56:51.783Z,telemetry,boiler_01,12,0,32.68,151,65,42.68
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:57:21.783Z,telemetry,boiler_01,12,0,31.58,152,65,41.58
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:57:51.783Z,telemetry,boiler_01,12,0,30.53,153,65,40.53
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:58:21.783Z,telemetry,boiler_01,12,0,29.52,154,65,39.52
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:58:51.783Z,telemetry,boiler_01,12,0,28.57,155,65,38.57
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:59:21.783Z,telemetry,boiler_01,12,0,27.67,156,65,37.67
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T13:59:51.783Z,telemetry,boiler_01,12,0,26.8,157,65,36.8
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:00:21.783Z,telemetry,boiler_01,12,5,42.72,158,65,52.72
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:00:51.783Z,telemetry,boiler_01,12,5,51.3,159,65,61.3
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:01:21.783Z,telemetry,boiler_01,12,5,53.89,160,65,63.89
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:01:51.783Z,telemetry,boiler_01,12,5,54.66,161,65,64.66
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:02:21.783Z,telemetry,boiler_01,12,5,54.9,162,65,64.9
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:02:51.783Z,telemetry,boiler_01,12,5,54.97,163,65,64.97
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:03:21.783Z,telemetry,boiler_01,12,5,54.99,164,65,64.99
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:03:51.783Z,telemetry,boiler_01,12,5,55,165,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:04:21.783Z,telemetry,boiler_01,12,5,55,166,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:04:51.783Z,telemetry,boiler_01,12,5,55,167,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:05:21.783Z,telemetry,boiler_01,12,5,55,168,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:05:51.783Z,telemetry,boiler_01,12,5,55,169,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:06:21.783Z,telemetry,boiler_01,12,5,55,170,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:06:51.783Z,telemetry,boiler_01,12,5,55,171,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:07:21.783Z,telemetry,boiler_01,12,5,55,172,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:07:51.783Z,telemetry,boiler_01,12,5,55,173,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:08:21.783Z,telemetry,boiler_01,12,5,55,174,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:08:51.783Z,telemetry,boiler_01,12,5,55,175,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:09:21.783Z,telemetry,boiler_01,12,5,55,176,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:09:51.783Z,telemetry,boiler_01,12,5,55,177,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:10:21.783Z,telemetry,boiler_01,12,0,53.45,178,65,63.45
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:10:51.783Z,telemetry,boiler_01,12,0,51.33,179,65,61.33
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:11:21.783Z,telemetry,boiler_01,12,0,49.32,180,65,59.32
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:11:51.783Z,telemetry,boiler_01,12,0,47.4,181,65,57.4
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:12:21.783Z,telemetry,boiler_01,12,0,45.58,182,65,55.58
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:12:51.783Z,telemetry,boiler_01,12,0,43.84,183,65,53.84
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:13:21.783Z,telemetry,boiler_01,12,0,42.19,184,65,52.19
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:13:51.783Z,telemetry,boiler_01,12,0,40.62,185,65,50.62
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:14:21.783Z,telemetry,boiler_01,12,0,39.13,186,65,49.13
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:14:51.783Z,telemetry,boiler_01,12,0,37.71,187,65,47.71
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:15:21.783Z,telemetry,boiler_01,12,0,36.36,188,65,46.36
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:15:51.783Z,telemetry,boiler_01,12,0,35.07,189,65,45.07
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:16:21.783Z,telemetry,boiler_01,12,0,33.85,190,65,43.85
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:16:51.783Z,telemetry,boiler_01,12,0,32.68,191,65,42.68
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:17:21.783Z,telemetry,boiler_01,12,0,31.58,192,65,41.58
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:17:51.783Z,telemetry,boiler_01,12,0,30.53,193,65,40.53
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:18:21.783Z,telemetry,boiler_01,12,0,29.52,194,65,39.52
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:18:51.783Z,telemetry,boiler_01,12,0,28.57,195,65,38.57
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:19:21.783Z,telemetry,boiler_01,12,0,27.67,196,65,37.67
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:19:51.783Z,telemetry,boiler_01,12,0,26.8,197,65,36.8
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:20:21.783Z,telemetry,boiler_01,12,5,42.72,198,65,52.72
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:20:51.783Z,telemetry,boiler_01,12,5,51.3,199,65,61.3
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:21:21.783Z,telemetry,boiler_01,12,5,53.89,200,65,63.89
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:21:51.783Z,telemetry,boiler_01,12,5,54.66,201,65,64.66
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:22:21.783Z,telemetry,boiler_01,12,5,54.9,202,65,64.9
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:22:51.783Z,telemetry,boiler_01,12,5,54.97,203,65,64.97
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:23:21.783Z,telemetry,boiler_01,12,5,54.99,204,65,64.99
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:23:51.783Z,telemetry,boiler_01,12,5,55,205,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:24:21.783Z,telemetry,boiler_01,12,5,55,206,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:24:51.783Z,telemetry,boiler_01,12,5,55,207,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:25:21.783Z,telemetry,boiler_01,12,5,55,208,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:25:51.783Z,telemetry,boiler_01,12,5,55,209,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:26:21.783Z,telemetry,boiler_01,12,5,55,210,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:26:51.783Z,telemetry,boiler_01,12,5,55,211,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:27:21.783Z,telemetry,boiler_01,12,5,55,212,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:27:51.783Z,telemetry,boiler_01,12,5,55,213,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:28:21.783Z,telemetry,boiler_01,12,5,55,214,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:28:51.783Z,telemetry,boiler_01,12,5,55,215,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:29:21.783Z,telemetry,boiler_01,12,5,55,216,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:29:51.783Z,telemetry,boiler_01,12,5,55,217,65,65
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:30:21.783Z,telemetry,boiler_01,12,0,53.45,218,65,63.45
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:30:51.783Z,telemetry,boiler_01,12,0,51.33,219,65,61.33
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:31:21.783Z,telemetry,boiler_01,12,0,49.32,220,65,59.32
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:31:51.783Z,telemetry,boiler_01,12,0,47.4,221,65,57.4
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:32:21.783Z,telemetry,boiler_01,12,0,45.58,222,65,55.58
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:32:51.783Z,telemetry,boiler_01,12,0,43.84,223,65,53.84
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:33:21.783Z,telemetry,boiler_01,12,0,42.19,224,65,52.19
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:33:51.783Z,telemetry,boiler_01,12,0,40.62,225,65,50.62
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:34:21.783Z,telemetry,boiler_01,12,0,39.13,226,65,49.13
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:34:51.783Z,telemetry,boiler_01,12,0,37.71,227,65,47.71
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:35:21.783Z,telemetry,boiler_01,12,0,36.36,228,65,46.36
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:35:51.783Z,telemetry,boiler_01,12,0,35.07,229,65,45.07
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:36:21.783Z,telemetry,boiler_01,12,0,33.85,230,65,43.85
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:36:51.783Z,telemetry,boiler_01,12,0,32.68,231,65,42.68
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:37:21.783Z,telemetry,boiler_01,12,0,31.58,232,65,41.58
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:37:51.783Z,telemetry,boiler_01,12,0,30.53,233,65,40.53
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:38:21.783Z,telemetry,boiler_01,12,0,29.52,234,65,39.52
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:38:51.783Z,telemetry,boiler_01,12,0,28.57,235,65,38.57
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:39:21.783Z,telemetry,boiler_01,12,0,27.67,236,65,37.67
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:39:51.783Z,telemetry,boiler_01,12,0,26.8,237,65,36.8
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:40:21.783Z,telemetry,boiler_01,12,5,42.72,238,65,52.72
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:40:51.783Z,telemetry,boiler_01,12,5,51.3,239,65,61.3
,,0,2026-09-13T13:41:21.783Z,2026-09-14T13:41:21.783Z,2026-09-13T14:41:21.784Z,telemetry,boiler_01,12,5,53.89,240,65,63.89
